Product Name,Category,Price,Stock,Best Seller,Quantity Sold
Product_812,Household,389,79,False,41
Product_813,Dairy,233,22,True,38
Product_814,Snack,173,52,True,106
Product_815,Household,483,81,False,69
Product_816,Snack,212,68,False,80
Product_817,Beverage,149,92,True,135
Product_818,Dairy,212,39,True,96
Product_819,Snack,354,64,False,94
Product_820,Dairy,415,35,True,78
Product_821,Household,417,15,True,81
Product_822,Dairy,339,62,False,90
Product_823,Beverage,244,31,True,13
Product_824,Snack,154,95,False,63
Product_825,Household,297,61,True,91
Product_826,Beverage,183,28,False,58
Product_827,Dairy,295,47,False,21
Product_828,Beverage,64,42,True,51
Product_829,Snack,440,17,False,9
Product_830,Beverage,146,69,False,108
Product_831,Household,301,44,False,57
Product_832,Beverage,361,13,False,10
Product_833,Snack,475,66,True,49
Product_834,Snack,157,54,True,57
Product_835,Dairy,287,62,True,15
Product_836,Beverage,317,39,False,122
Product_837,Household,429,48,False,61
Product_838,Beverage,177,67,False,23
Product_839,Household,200,17,True,84
Product_840,Beverage,390,88,False,146
Product_841,Beverage,420,38,False,143
Product_842,Dairy,153,93,False,146
Product_843,Beverage,85,82,True,66
Product_844,Beverage,136,71,False,58
Product_845,Snack,366,65,True,19
Product_846,Household,492,87,True,82
Product_847,Household,418,56,False,120
Product_848,Snack,68,86,False,63
Product_849,Dairy,436,78,False,91
Product_850,Snack,392,97,False,53
Product_851,Dairy,209,60,True,63
Product_852,Household,165,73,False,92
Product_853,Dairy,301,14,False,50
Product_854,Dairy,264,81,True,42
Product_855,Snack,157,50,True,29
Product_856,Snack,117,29,True,69
Product_857,Snack,247,69,True,36
Product_858,Household,364,94,False,141
Product_859,Household,171,98,False,67
Product_860,Snack,253,66,True,41
Product_861,Beverage,409,49,False,116
Product_862,Snack,334,55,False,89
Product_863,Household,325,13,True,11
Product_864,Household,104,34,True,127
Product_865,Dairy,280,70,True,36
Product_866,Dairy,267,48,True,133
Product_867,Beverage,441,43,False,55
Product_868,Snack,386,37,True,75
Product_869,Dairy,341,49,True,72
Product_870,Dairy,479,54,True,20
Product_871,Snack,181,45,False,52
Product_872,Beverage,144,64,True,59
Product_873,Beverage,417,73,True,63
Product_874,Household,323,39,True,141
Product_875,Snack,61,89,False,57
Product_876,Household,239,43,False,40
Product_877,Beverage,320,11,True,145
Product_878,Snack,450,29,False,123
Product_879,Snack,374,31,True,145
Product_880,Beverage,385,62,False,67
Product_881,Snack,233,85,True,67
Product_882,Snack,352,99,True,74
Product_883,Household,344,62,True,75
Product_884,Dairy,216,28,True,114
Product_885,Beverage,220,65,False,72
Product_886,Household,471,27,False,114
Product_887,Household,271,76,True,105
Product_888,Household,178,16,False,42
Product_889,Snack,342,19,False,111
Product_890,Beverage,359,48,True,69
Product_891,Household,212,75,True,42
Product_892,Beverage,336,80,False,103
Product_893,Beverage,407,49,True,93
Product_894,Snack,343,94,True,137
Product_895,Snack,469,57,True,73
Product_896,Dairy,383,46,False,115
Product_897,Beverage,60,46,True,146
Product_898,Household,328,63,True,54
Product_899,Snack,375,28,False,33
Product_900,Dairy,78,96,False,117
Product_901,Beverage,310,97,False,45
Product_902,Dairy,454,68,False,137
Product_903,Snack,373,54,True,43
Product_904,Snack,392,96,False,43
Product_905,Dairy,428,99,True,90
Product_906,Beverage,132,44,True,138
Product_907,Beverage,128,83,True,64
Product_908,Snack,290,10,True,81
Product_909,Household,366,45,True,38
Product_910,Dairy,428,12,True,144
Product_911,Snack,247,44,True,65
Product_912,Beverage,435,54,True,82
Product_913,Snack,289,21,True,53
Product_914,Household,260,27,False,82
Product_915,Snack,197,67,True,115
Product_916,Household,293,20,True,23
Product_917,Household,216,60,False,143
Product_918,Dairy,190,43,True,82
Product_919,Dairy,470,49,True,10
Product_920,Snack,256,83,False,119
Product_921,Household,144,89,False,30
Product_922,Snack,68,32,True,106
Product_923,Snack,445,61,True,13
Product_924,Household,466,36,True,107
Product_925,Beverage,138,76,True,81
Product_926,Household,55,18,False,47
Product_927,Household,482,97,False,30
Product_928,Household,117,23,True,7
Product_929,Beverage,380,71,False,54
Product_930,Household,415,54,True,44
Product_931,Snack,166,41,False,142
Product_932,Snack,468,36,False,8
Product_933,Beverage,109,65,True,99
Product_934,Beverage,96,10,True,26
Product_935,Dairy,250,90,True,6
Product_936,Household,409,17,False,12
Product_937,Dairy,344,16,False,69
Product_938,Household,496,12,False,6
Product_939,Dairy,345,62,True,21
Product_940,Dairy,178,26,True,34
Product_941,Snack,204,11,True,27
Product_942,Dairy,217,77,False,18
Product_943,Household,215,89,False,117
Product_944,Household,314,81,True,125
Product_945,Snack,428,36,True,23
Product_946,Dairy,185,81,False,34
Product_947,Household,404,16,True,81
Product_948,Snack,327,36,True,149
Product_949,Dairy,215,39,True,138
Product_950,Household,182,85,True,142
Product_951,Snack,261,98,True,148
Product_952,Snack,431,61,False,90
Product_953,Household,85,60,True,131
Product_954,Beverage,81,48,True,10
Product_955,Dairy,95,12,True,144
Product_956,Household,415,42,False,133
Product_957,Snack,361,87,True,56
Product_958,Beverage,499,40,False,133
Product_959,Dairy,54,79,True,78
Product_960,Beverage,89,69,False,144
Product_961,Snack,87,10,False,23
Product_962,Snack,314,12,False,96
Product_963,Household,137,13,False,84
Product_964,Household,411,69,True,148
Product_965,Household,147,21,True,98
Product_966,Beverage,56,55,True,65
Product_967,Dairy,431,62,True,92
Product_968,Snack,132,62,False,53
Product_969,Snack,409,46,True,49
Product_970,Beverage,286,84,False,36
Product_971,Beverage,436,92,True,57
Product_972,Beverage,308,62,False,115
Product_973,Dairy,197,51,True,113
Product_974,Household,254,25,False,43
Product_975,Snack,218,49,False,112
Product_976,Snack,247,82,True,81
Product_977,Beverage,465,10,True,18
Product_978,Household,210,70,True,119
Product_979,Beverage,133,63,True,56
Product_980,Household,457,61,True,66
Product_981,Dairy,377,70,True,70
Product_982,Snack,479,29,True,142
Product_983,Dairy,195,46,False,45
Product_984,Dairy,199,84,True,45
Product_985,Beverage,162,82,False,48
Product_986,Snack,309,51,False,89
Product_987,Household,277,40,True,142
Product_988,Household,450,62,True,92
Product_989,Beverage,296,14,False,97
Product_990,Dairy,51,10,True,80
Product_991,Beverage,443,23,False,122
Product_992,Dairy,337,30,False,100
Product_993,Snack,346,43,True,29
Product_994,Snack,342,15,True,26
Product_995,Snack,50,98,False,25
Product_996,Beverage,483,94,True,41
Product_997,Dairy,184,40,True,65
Product_998,Beverage,112,94,True,98
Product_999,Beverage,405,82,False,47
Product_1000,Snack,364,64,False,93
